,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,2020 Election Stance,Trump,Trump Date,Club for Growth,Party Committee,Renew America,E-PAC,VIEW PAC,Maggie's List,Winning for Women,Race,Lastname_x,Firstname_x,Fuzzy_Firstname,Fuzzy_Lastname,Num Endorcements,Ethnicity,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
558,Jackson Lahmeyer,Male,White,,,No,Yes,Oklahoma,6/28/22,Senator,,94572,26,Lost,0,0,,Fully denied,No,,,No,,,,,,White,LAHMEYER,JACKSON,JACKSON,LAHMEYER,0,[],S2OK00111,"LAHMEYER, JACKSON RHODES",C,2,REP,986241.7,0.0,986241.7,0.0,0.0,0.0,53540.89,31341.33,0.0,31341.33,0.0,0.0,897550.1,OK,0.0,,,,,,2000.0,0.0,12/31/2022,13486.0,0.0,LAHMEYER,JACKSON
559,Markwayne Mullin,Male,White,Native American,,No,No,Oklahoma,6/28/22,Senator (unexpired term),,156087,44,Made runoff,183118,65,Won,Fully denied,Yes (runoff only),7/9/22,,,,,,,,Native American White,MULLIN,MARKWAYNE,MARKWAYNE,MULLIN,0,['American (Cherokee)'],H2OK02083,"MULLIN, MARKWAYNE MR.",I,2,REP,5569955.21,359637.76,6125259.47,0.0,610309.95,55005.69,0.0,1000000.0,0.0,0.0,0.0,1230775.86,2825621.32,OK,2.0,,,,,,1334696.13,50000.0,12/31/2022,115712.0,26600.0,MULLIN,MARKWAYNE
561,T.W. Shannon,Male,Black,Native American,,No,No,Oklahoma,6/28/22,Senator (unexpired term),,62746,18,Made runoff,98246,35,Lost,Fully denied,No (runoff only),,,,,,,,,Black Native American,SHANNON,T.W.,T.W.,SHANNON,0,['American (Chickasaw)'],S2OK00210,"SHANNON, T.W.",O,2,REP,1381684.76,0.0,1379687.76,0.0,0.0,1997.0,2497.72,150000.0,0.0,104697.39,0.0,45302.61,1220567.84,OK,0.0,,,,,,8400.0,0.0,12/31/2022,26270.0,0.0,SHANNON,T.W.
562,Alex Gray,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),,3063,1,Lost,0,0,,No comment,No,,,,,,,,,White,GRAY,ALEX,ALEX,GRAY,0,[],S2OK00202,"GRAY, ALEX",O,2,REP,461229.1,0.0,461229.1,0.0,0.0,0.0,28973.11,200000.0,0.0,0.0,0.0,200000.0,203879.98,OK,0.0,,,,,,1000.0,0.0,10/09/2022,61000.0,0.0,GRAY,ALEX
563,Nathan Dahm,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),,42673,12,Lost,0,0,,Raised questions,No,,,,,,,,,White,DAHM,NATHAN,NATHAN,DAHM,0,[],S2OK00145,"DAHM, NATHAN",C,2,REP,404323.69,0.0,404323.69,0.0,0.0,0.0,1840.8,7500.0,0.0,2000.0,0.0,0.0,366243.83,OK,0.0,,,,,,18737.5,0.0,12/31/2022,21464.43,2100.0,DAHM,NATHAN
564,Scott Pruitt,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),,18052,5,Lost,0,0,,Fully denied,No,,,,,,,,,White,PRUITT,SCOTT,SCOTT,PRUITT,0,[],S2OK00277,"PRUITT, SCOTT",O,2,REP,166274.26,0.0,166274.26,0.0,0.0,0.0,37485.78,0.0,0.0,0.0,0.0,0.0,128773.08,OK,0.0,,,,,,0.0,0.0,07/23/2022,75.5,0.0,PRUITT,SCOTT
565,Randy J. Grellner,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),,15794,4,Lost,0,0,,No comment,No,,,,,,,,,White,GRELLNER,RANDY,RANDY,GRELLNER,0,[],S2OK00251,"GRELLNER, RANDY",O,2,REP,1277961.73,0.0,1277961.73,0.0,0.0,0.0,0.0,1060000.0,0.0,4541.31,0.0,1055458.69,217425.0,OK,0.0,,,,,,0.0,0.0,08/01/2022,24201.0,0.0,GRELLNER,RANDY
566,Kevin Hern,Male,White,,,Yes,No,Oklahoma,6/28/22,Representative,1,1,100,Won,0,0,,Fully denied,Yes,6/27/22,,,,,,,,White,HERN,KEVIN,KEVIN,HERN,0,[],H8OK01157,"HERN, KEVIN",I,2,REP,1709945.49,123272.0,1346742.72,20000.0,329397.67,692600.44,0.0,0.0,0.0,0.0,339750.0,775000.0,679132.81,OK,1.0,,,,,,906536.93,0.0,12/31/2022,701.0,0.0,HERN,KEVIN
567,Dustin Roberts,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,3746,5,Lost,0,0,,Fully denied,No,,,,,,,,,White,ROBERTS,DUSTIN,DUSTIN,ROBERTS,0,[],H2OK02216,"ROBERTS, DUSTIN",O,2,REP,198072.04,0.0,198072.04,0.0,0.0,0.0,5162.58,35000.0,0.0,3553.3,0.0,0.0,155359.46,OK,2.0,,,,,,2500.0,0.0,12/31/2022,6150.0,2500.0,ROBERTS,DUSTIN
568,Guy Barker,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,8444,11,Lost,0,0,,No comment,No,,,,,,,,,White,BARKER,GUY,GUY,BARKER,0,[],H2OK02281,"BARKER, GUY STUART",O,2,REP,979711.26,0.0,978752.72,0.0,0.0,958.54,0.03,886600.0,0.0,0.0,0.0,886600.0,92583.23,OK,2.0,,,,,,500.0,0.0,12/31/2022,0.0,0.0,BARKER,GUY
569,Chris Schiller,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,4108,5,Lost,0,0,,No comment,No,,,,,,,,,White,SCHILLER,CHRIS,CHRIS,SCHILLER,0,[],H2OK02190,"SCHILLER, CHRIS",O,2,REP,836711.59,0.0,835751.47,0.0,0.0,960.12,0.0,450000.0,0.0,0.0,0.0,450000.0,362071.59,OK,2.0,,,,,,24500.0,0.0,12/31/2022,0.0,0.0,SCHILLER,CHRIS
570,Marty Quinn,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,5612,7,Lost,0,0,,No comment,No,,,,,,,,,White,QUINN,MARTY,MARTY,QUINN,0,[],H2OK02182,"QUINN, MARTY L",O,2,REP,234177.28,0.0,206358.67,0.0,0.0,27818.61,6016.28,27000.0,0.0,0.0,0.0,27000.0,186161.0,OK,2.0,,,,,,15000.0,0.0,12/31/2022,750.0,0.0,QUINN,MARTY
571,Johnny Teehee,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,9963,13,Lost,0,0,,Raised questions,No,,,,,,,,,White,TEEHEE,JOHNNY,JOHNNY,TEEHEE,0,[],H2OK02232,"TEEHEE, JOHNNY",O,2,REP,287002.83,0.0,287002.83,0.0,0.0,0.0,479.83,210000.0,0.0,9450.37,0.0,0.0,76523.0,OK,2.0,,,,,,0.0,0.0,09/08/2022,0.0,0.0,TEEHEE,JOHNNY
572,Avery Frix,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,11336,15,Made runoff,30686,48,Lost,Fully denied,No,,,,,,,,,White,FRIX,AVERY,AVERY,FRIX,0,[],H2OK02257,"FRIX, AVERY",O,2,REP,887383.88,0.0,887383.88,0.0,0.0,0.0,28868.29,255000.0,0.0,0.0,0.0,271070.88,509234.25,OK,2.0,,,,,,92750.0,0.0,12/31/2022,1100.0,0.0,FRIX,AVERY
573,David Derby,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,4204,5,Lost,0,0,,Fully denied,No,,,,,,,,,White,DERBY,DAVID,DAVID,DERBY,0,[],H2OK02323,"DERBY, DAVID",O,2,REP,190873.24,0.0,189551.54,0.0,0.0,1321.7,0.0,152223.24,0.0,0.0,0.0,152223.24,38150.0,OK,2.0,,,,,,500.0,0.0,12/31/2022,5800.0,0.0,DERBY,DAVID
574,Pamela Gordon,Female,White,,,No,No,Oklahoma,6/28/22,Representative,2,2344,3,Lost,0,0,,Fully denied,No,,,,,,,,,White,GORDON,PAMELA,PAMELA,GORDON,0,[],H2OK02273,"GORDON, PAMELA SMITH",O,2,REP,15238.94,0.0,10784.09,0.0,0.0,4454.85,0.0,0.0,0.0,0.0,0.0,0.0,15238.94,OK,2.0,,,,,,0.0,0.0,07/12/2022,0.0,0.0,GORDON,PAMELA
575,Erick P. Wyatt,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,615,1,Lost,0,0,,No comment,No,,,,,,,,,White,WYATT,ERICK,ERICK,WYATT,0,[],H2OK02208,"WYATT, ERICK",O,2,REP,888.0,0.0,536.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,OK,2.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,WYATT,ERICK
576,Josh Brecheen,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,10579,14,Made runoff,33517,52,Won,No comment,No,,,,,,,,,White,BRECHEEN,JOSH,JOSH,BRECHEEN,0,[],H2OK02315,"BRECHEEN, JOSH",O,2,REP,654619.23,0.0,580780.17,0.0,0.0,73839.06,751.5,0.0,0.0,0.0,0.0,0.0,513570.82,OK,2.0,,,,,,140272.38,0.0,12/31/2022,4000.0,0.0,BRECHEEN,JOSH
577,Frank D. Lucas,Male,White,,,Yes,No,Oklahoma,6/28/22,Representative,3,44442,61,Won,0,0,,Fully denied,Yes,4/11/22,,,,,,,,White,LUCAS,FRANK,FRANK,LUCAS,0,[],H4OK06056,"LUCAS, FRANK D.",I,2,REP,1524419.03,0.0,1626902.64,0.0,282179.37,179695.76,0.0,0.0,0.0,0.0,0.0,0.0,673874.94,OK,3.0,,,,,,850300.0,0.0,12/31/2022,2937.5,0.0,LUCAS,FRANK
578,Tom Cole,Male,White,Native American,,Yes,No,Oklahoma,6/28/22,Representative,4,43894,70,Won,0,0,,Fully denied,Yes,6/27/22,,,,,,,,Native American White,COLE,TOM,TOM,COLE,0,['American (Chickasaw)'],H2OK04055,"COLE, TOM",I,2,REP,2335186.44,4814.0,2397460.91,0.0,1277189.4,1214914.93,0.0,0.0,0.0,0.0,0.0,0.0,1360149.13,OK,4.0,,,,,,944229.89,0.0,12/31/2022,8500.0,5000.0,COLE,TOM
579,James Taylor,Male,Black,,,No,Yes,Oklahoma,6/28/22,Representative,4,16980,27,Lost,0,0,,Fully denied,No,,,,,,,,,Black,TAYLOR,JAMES,JAMES,TAYLOR,0,[],H6OK04114,"TAYLOR, JAMES",C,2,REP,17545.89,0.0,14017.45,0.0,135.78,3664.22,1680.0,0.0,0.0,0.0,0.0,0.0,15865.89,OK,4.0,,,,,,0.0,0.0,06/13/2022,0.0,0.0,TAYLOR,JAMES
580,Stephanie Bice,Female,White,Middle Eastern,,Yes,No,Oklahoma,6/28/22,Representative,5,51612,68,Won,0,0,,Fully denied,No,,,,,,Yes,Yes,Yes,Middle Eastern White,BICE,STEPHANIE,STEPHANIE,BICE,3,['Eastern (Iranian)'],H0OK05205,"BICE, STEPHANIE",I,2,REP,2491328.51,397605.65,2081305.19,0.0,211591.11,621614.43,0.0,0.0,0.0,0.0,0.0,0.0,1336751.77,OK,5.0,,,,,,694926.72,200.0,12/31/2022,49326.36,500.0,BICE,STEPHANIE
581,Subrina Banks,Female,White,,,No,Yes,Oklahoma,6/28/22,Representative,5,23891,32,Lost,0,0,,No comment,No,,,,,,No,No,No,White,BANKS,SUBRINA,SUBRINA,BANKS,0,[],H2OK05177,"BANKS, SUBRINA",C,2,REP,32408.0,0.0,32408.0,0.0,0.0,0.0,2220.0,2200.0,0.0,0.0,0.0,0.0,27988.0,OK,5.0,,,,,,0.0,0.0,12/29/2022,0.0,0.0,BANKS,SUBRINA
582,Becky Edwards,Female,White,,,No,Yes,Utah,6/28/22,Senator,,123617,30,Lost,0,0,,Fully accepted,No,,No,No,,,,,,White,EDWARDS,BECKY,BECKY,EDWARDS,0,[],S2UT00336,"EDWARDS, BECKY",C,2,REP,1594317.06,0.0,1594301.66,0.0,0.0,15.4,5490.13,500000.0,27500.0,0.0,0.0,527500.0,1056249.17,UT,0.0,,,,,,0.0,0.0,12/31/2022,104858.98,0.0,EDWARDS,BECKY
583,Ally Isom,Female,White,,,No,Yes,Utah,6/28/22,Senator,,34997,8,Lost,0,0,,Fully accepted,No,,No,No,,,,,,White,ISOM,ALLY,ALLY,ISOM,0,[],S2UT00344,"ISOM, ALLY",C,2,REP,771199.37,0.0,771199.37,0.0,0.0,0.0,110.0,202200.0,0.0,7078.53,0.0,0.0,566805.76,UT,0.0,,,,,,2000.0,0.0,12/31/2022,51008.5,2000.0,ISOM,ALLY
584,Mike Lee,Male,White,,,Yes,No,Utah,6/28/22,Senator,,258089,62,Won,0,0,,Accepted with reservations,Yes,4/1/22,Yes,Yes,,,,,,White,LEE,MIKE,MIKE,LEE,2,[],S0UT00165,"LEE, MIKE",I,2,REP,10885232.67,1422112.29,10478792.75,0.0,549384.18,955824.1,0.0,0.0,0.0,0.0,0.0,0.0,7592448.42,UT,0.0,,,,,,1831436.45,0.0,12/31/2022,316916.49,14900.0,LEE,MIKE
585,Blake D. Moore,Male,White,,,Yes,No,Utah,6/28/22,Representative,1,58408,58,Won,0,0,,Accepted with reservations,No,,,,,,,,,White,MOORE,BLAKE,BLAKE,MOORE,0,[],H0UT01205,"MOORE, BLAKE",I,2,REP,1792630.07,69068.98,1354947.94,0.0,28361.98,466044.11,0.0,0.0,0.0,137940.0,0.0,130951.27,930134.5,UT,1.0,,,,,,763990.0,0.0,12/31/2022,32552.64,4000.0,MOORE,BLAKE
586,Tina Cannon,Female,White,,,No,Yes,Utah,6/28/22,Representative,1,14577,14,Lost,0,0,,No comment,No,,,,,,,,,White,CANNON,TINA,TINA,CANNON,0,[],H0UT01114,"CANNON, TINA",C,2,REP,170795.92,0.0,169845.93,0.0,0.0,949.99,0.0,131789.92,0.0,0.0,0.0,131789.92,35506.0,UT,1.0,,,,,,3500.0,0.0,12/31/2022,0.0,0.0,CANNON,TINA
587,Andrew Badger,Male,White,,,No,Yes,Utah,6/28/22,Representative,1,28437,28,Lost,0,0,,No comment,No,,,,,,,,,White,BADGER,ANDREW,ANDREW,BADGER,0,[],H2UT01268,"BADGER, ANDREW",C,2,REP,142260.37,0.0,142260.37,0.0,0.0,0.0,11500.0,0.0,0.0,0.0,0.0,0.0,127765.85,UT,1.0,,,,,,0.0,0.0,12/31/2022,1800.0,0.0,BADGER,ANDREW
588,Erin Rider,Female,White,,,No,Yes,Utah,6/28/22,Representative,2,28480,27,Lost,0,0,,Fully accepted,No,,,,,,,,,White,RIDER,ERIN,ERIN,RIDER,0,[],H2UT02456,"RIDER, ERIN CHRISTINE",C,2,REP,296677.77,0.0,296677.77,0.0,0.0,0.0,0.0,1764.8,0.0,0.0,0.0,1764.8,293661.21,UT,2.0,,,,,,1250.0,0.0,09/30/2022,5911.73,0.0,RIDER,ERIN
589,Chris Stewart,Male,White,,,Yes,No,Utah,6/28/22,Representative,2,75586,73,Won,0,0,,Fully denied,Yes,6/27/22,,,,,,,,White,STEWART,CHRIS,CHRIS,STEWART,0,[],H2UT02324,"STEWART, CHRIS",I,2,REP,1096841.01,114466.02,1076604.68,6150.0,164694.19,184930.52,33.22,0.0,0.0,0.0,0.0,0.0,518928.4,UT,2.0,,,,,,454845.0,0.0,12/31/2022,7769.11,0.0,STEWART,CHRIS
590,Christopher Niles Herrod,Male,White,,,No,Yes,Utah,6/28/22,Representative,3,34204,30,Lost,0,0,,No comment,No,,,,,,,,,White,HERROD,CHRISTOPHER,CHRISTOPHER,HERROD,0,[],H8UT03253,"HERROD, CHRISTOPHER NILES",C,2,REP,105226.92,0.0,105226.92,0.0,0.0,0.0,0.0,8354.32,0.0,0.0,0.0,8354.32,96872.6,UT,3.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,HERROD,CHRISTOPHER
591,John Curtis,Male,White,,,Yes,No,Utah,6/28/22,Representative,3,78341,70,Won,0,0,,Fully accepted,No,,,,,,,,,White,CURTIS,JOHN,JOHN,CURTIS,0,[],H8UT03238,"CURTIS, JOHN",I,2,REP,2158235.3,90104.43,2122701.24,0.0,351305.17,386839.23,0.0,0.0,0.0,0.0,0.0,0.0,644943.0,UT,3.0,,,,,,1412050.0,0.0,12/31/2022,12600.0,0.0,CURTIS,JOHN
592,Burgess Owens,Male,Black,,,Yes,No,Utah,6/28/22,Representative,4,56397,62,Won,0,0,,Fully denied,Yes,6/27/22,,,No,,,,,Black,OWENS,BURGESS,BURGESS,OWENS,0,[],H0UT04076,"OWENS, BURGESS",I,2,REP,3685802.41,347188.71,3561181.39,33846.99,80329.19,204950.21,0.0,0.0,0.0,0.0,0.0,0.0,2911348.68,UT,4.0,,,,,,332262.92,0.0,12/31/2022,101400.41,5100.0,OWENS,BURGESS
593,Jake Hunsaker,Male,White,,,No,Yes,Utah,6/28/22,Representative,4,34728,38,Lost,0,0,,Fully accepted,No,,,,,,,,,White,HUNSAKER,JAKE,JAKE,HUNSAKER,0,[],H2UT04072,"HUNSAKER, JAKE",C,2,REP,186212.08,0.0,186189.22,0.0,0.0,22.86,0.0,80000.0,0.0,0.0,0.0,80000.0,99012.08,UT,4.0,,,,,,5000.0,0.0,12/31/2022,0.0,0.0,HUNSAKER,JAKE
594,Lorie R. Friend,Female,White,,,No,No,Maryland,7/19/22,Senator,,35714,15,Lost,0,0,,Raised questions,No,,,,,,,,,White,FRIEND,LORIE,LORIE,FRIEND,0,[],S2MD00602,"FRIEND, LORIE R",C,2,REP,10338.6,0.0,9540.19,0.0,0.0,1548.41,0.0,3369.33,0.0,1000.0,0.0,2369.33,6969.05,MD,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,FRIEND,LORIE
595,James Tarantin,Male,Middle Eastern,,,No,No,Maryland,7/19/22,Senator,,20514,8,Lost,0,0,,No comment,No,,,,,,,,,Middle Eastern,TARANTIN,JAMES,JAMES,TARANTIN,0,['Eastern (Israeli)'],S2MD00552,"TARANTIN, JAMES",C,2,REP,184871.86,0.0,184870.86,100.0,0.0,1.0,0.0,100060.0,0.0,73779.08,0.0,26280.92,84811.86,MD,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,TARANTIN,JAMES
596,John Thormann,Male,White,,,No,No,Maryland,7/19/22,Senator,,33290,14,Lost,0,0,,Fully denied,No,,,,,,,,,White,THORMANN,JOHN,JOHN,THORMANN,0,[],S2MD00586,"THORMANN, JOHN H. IV",C,2,REP,7910.0,0.0,2570.9,0.0,0.0,1622.74,5050.0,0.0,0.0,0.0,0.0,0.0,2860.0,MD,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,THORMANN,JOHN
597,Nicolee Ambrose,Female,White,,,No,No,Maryland,7/19/22,Representative,2,12201,32,Won,0,0,,Raised questions,No,,,,,,,Yes,,White,AMBROSE,NICOLEE,NICOLEE,AMBROSE,1,[],H2MD02368,"AMBROSE, NICOLEE",C,2,REP,500312.76,4000.0,500122.32,0.0,0.0,690.44,1000.0,0.0,0.0,0.0,0.0,0.0,439162.76,MD,2.0,,,,,,51150.0,5000.0,12/31/2022,0.0,0.0,AMBROSE,NICOLEE
598,Lance Griffin,Male,White,,,No,No,Maryland,7/19/22,Representative,2,3192,8,Lost,0,0,,No comment,No,,,,,,,No,,White,GRIFFIN,LANCE,LANCE,GRIFFIN,0,[],H2MD03200,"GRIFFIN, LANCE ALAN",C,2,REP,17220.21,0.0,17220.21,0.0,0.0,0.0,0.0,15220.21,0.0,0.0,0.0,15220.21,2000.0,MD,3.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,GRIFFIN,LANCE
599,"Ellen ""EJ"" McNulty",Female,White,,,No,No,Maryland,7/19/22,Representative,2,4204,11,Lost,0,0,,No comment,No,,,,,,,No,,White,MCNULTY,ELLEN,ELLEN,MCNULTY,0,[],H2MD02350,"MCNULTY, ELLEN EJ",C,2,REP,15350.0,0.0,15244.45,0.0,0.0,105.55,2900.0,0.0,0.0,0.0,0.0,29618.96,12450.0,MD,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,MCNULTY,ELLEN
600,Yuripzy Morgan,Female,Latino,,,No,No,Maryland,7/19/22,Representative,3,13198,34,Won,0,0,,No comment,No,,,,,,,Yes,,Latino,MORGAN,YURIPZY,YURIPZY,MORGAN,1,['Latino (Salvadoran / Mexican)'],H2MD02343,"MORGAN, YURIPZY",C,2,REP,503051.87,0.0,500292.9,0.0,0.0,2758.97,0.0,0.0,0.0,0.0,0.0,2254.35,469106.5,MD,3.0,,,,,,31194.0,1800.0,12/31/2022,12250.0,4500.0,MORGAN,YURIPZY
601,Antonio Patrizio Pitocco,Male,White,,,No,No,Maryland,7/19/22,Representative,3,8041,20,Lost,0,0,,Raised questions,No,,,,,,,No,,White,PITOCCO,ANTONIO,ANTONIO,PITOCCO,0,[],H2MD03184,"PITOCCO, ANTONIO",C,2,REP,38717.57,0.0,38716.75,0.0,0.0,-61.6,1403.0,0.0,0.0,0.0,0.0,2000.0,28940.68,MD,3.0,,,,,,6670.0,0.0,12/31/2022,639.72,0.0,PITOCCO,ANTONIO
602,Amal Torres,Female,Black,,,No,No,Maryland,7/19/22,Representative,3,4171,11,Lost,0,0,,No comment,No,,,,,,,No,,Black,TORRES,AMAL,AMAL,TORRES,0,['Black (Somali)'],H2MD03218,"TORRES, AMAL",C,2,REP,38388.46,0.0,36575.5,0.0,0.0,1812.96,0.0,0.0,0.0,0.0,0.0,0.0,32888.16,MD,3.0,,,,,,5500.0,0.0,12/31/2022,0.0,0.0,TORRES,AMAL
603,Eric Loeb,Male,White,,,No,No,Maryland,7/19/22,Representative,4,607,15,Lost,0,0,,Fully accepted,No,,,,,,,,,White,LOEB,ERIC,ERIC,LOEB,0,[],H2MD04372,"LOEB, ERIC",O,2,REP,8311.48,0.0,3211.68,0.0,0.0,5199.8,0.0,0.0,0.0,0.0,0.0,0.0,8311.48,MD,4.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,LOEB,ERIC
604,Jeff Warner,Male,White,,,No,No,Maryland,7/19/22,Representative,4,2414,59,Won,0,0,,No comment,No,,,,,,,,,White,WARNER,JEFF,JEFF,WARNER,0,[],H2MD04307,"WARNER, JEFF",O,2,REP,57740.7,0.0,57027.05,0.0,0.0,713.65,7496.09,0.0,0.0,0.0,0.0,0.0,49302.15,MD,4.0,,,,,,504.0,100.0,12/31/2022,0.0,0.0,WARNER,JEFF
605,Colt M. Black,Male,White,,,No,No,Maryland,7/19/22,Representative,6,3789,7,Lost,0,0,,Fully accepted,No,,,,,,,,,White,BLACK,COLT,COLT,BLACK,0,[],H2MD08209,"BLACK, COLT MORNINGSTAR",C,2,REP,5097.0,0.0,1068.19,0.0,0.0,-794.52,5097.0,0.0,0.0,0.0,0.0,0.0,0.0,MD,6.0,,,,,,0.0,0.0,09/30/2022,525.0,0.0,BLACK,COLT
606,Matthew Foldi,Male,White,,,No,No,Maryland,7/19/22,Representative,6,7497,15,Lost,0,0,,No comment,No,,,,,,,,,White,FOLDI,MATTHEW,MATTHEW,FOLDI,0,[],H2MD06328,"FOLDI, MATTHEW",C,2,REP,258283.69,0.0,253291.82,0.0,0.0,4991.87,0.0,35800.0,0.0,0.0,0.0,47800.0,201983.69,MD,6.0,,,,,,20500.0,0.0,12/31/2022,8700.0,6000.0,FOLDI,MATTHEW
607,Jonathan Jenkins,Male,White,,,No,No,Maryland,7/19/22,Representative,6,3406,7,Lost,0,0,,Raised questions,No,,,,,,,,,White,JENKINS,JONATHAN,JONATHAN,JENKINS,0,[],H2MD06260,"JENKINS, JONATHAN JENKINS",C,2,REP,40885.08,0.0,25830.48,0.0,0.0,15054.6,100.0,27007.44,0.0,0.0,0.0,30327.44,13777.64,MD,6.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,JENKINS,JONATHAN
608,Neil C. Parrott,Male,White,,,No,No,Maryland,7/19/22,Representative,6,31665,63,Won,0,0,,Fully accepted,No,,,,,,,,,White,PARROTT,NEIL,NEIL,PARROTT,0,[],H0MD06231,"PARROTT, NEIL CONRAD",C,2,REP,1098843.33,33105.83,1198000.46,15996.27,117161.42,18004.29,0.0,0.0,0.0,0.0,0.0,46095.2,991551.5,MD,6.0,,,,,,35181.0,9005.0,12/31/2022,1200.0,0.0,PARROTT,NEIL
609,Mariela Roca,Female,Latino,,,No,No,Maryland,7/19/22,Representative,6,3858,8,Lost,0,0,,No comment,No,,,,,,,,,Latino,ROCA,MARIELA,MARIELA,ROCA,0,['Latino (Puerto Rican)'],H2MD08183,"ROCA, MARIELA",C,2,REP,93703.95,0.0,93677.89,0.0,0.0,26.06,5350.0,0.0,0.0,0.0,0.0,5218.71,85308.3,MD,6.0,,,,,,1000.0,0.0,12/31/2022,500.0,0.0,ROCA,MARIELA
610,Scott M. Collier,Male,White,,,No,No,Maryland,7/19/22,Representative,7,2873,35,Won,0,0,,Fully denied,No,,,,,,,,,White,COLLIER,SCOTT,SCOTT,COLLIER,0,[],H2TX25319,"COLLIER, SCOTT",C,3,IND,131095.73,0.0,131095.73,0.0,0.0,0.0,80.0,98000.0,0.0,88167.31,0.0,0.0,29086.73,TX,25.0,,,,,,0.0,0.0,05/06/2022,24597.2,0.0,COLLIER,SCOTT
611,Gregory Thomas Coll,Male,White,,,No,No,Maryland,7/19/22,Representative,8,11445,84,Won,0,0,,No comment,No,,,,,,,,,White,COLL,GREGORY,GREGORY,COLL,0,[],H0MD08203,"COLL, GREGORY THOMAS",C,2,REP,16294.27,0.0,17756.65,100.0,3618.46,2156.08,0.0,0.0,0.0,0.0,0.0,5000.0,15023.5,MD,8.0,,,,,,0.0,0.0,12/31/2022,500.0,0.0,COLL,GREGORY
612,Mark Brnovich,Male,White,,,No,No,Arizona,8/2/22,Senator,,144092,18,Lost,0,0,,Raised questions,No,,No,,,,,,,White,BRNOVICH,MARK,MARK,BRNOVICH,0,['White (Serbian)'],S2AZ00356,"BRNOVICH, MARK MR.",C,2,REP,3184414.92,0.0,3179169.44,0.0,0.0,5245.48,5800.0,0.0,0.0,0.0,0.0,460563.2,3138703.94,AZ,0.0,,,,,,16500.0,0.0,12/31/2022,419813.08,0.0,BRNOVICH,MARK
613,Jim Lamon,Male,White,,,No,No,Arizona,8/2/22,Senator,,228467,28,Lost,0,0,,Fully denied,No,,No,,,,,,,White,LAMON,JIM,JIM,LAMON,0,[],S2AZ00331,"LAMON, JIM MR",C,2,REP,19564450.37,0.0,19553632.13,0.0,0.0,10818.24,33443.0,18376000.0,0.0,0.0,0.0,18457778.98,1143923.34,AZ,0.0,,,,,,1000.0,0.0,12/31/2022,185218.67,0.0,LAMON,JIM
614,Blake Masters,Male,White,,,No,No,Arizona,8/2/22,Senator,,327198,40,Won,0,0,,Fully denied,Yes,6/2/22,Yes,,,,,,,White,MASTERS,BLAKE,BLAKE,MASTERS,1,[],S2AZ00372,"MASTERS, BLAKE",C,2,REP,15659648.59,1263085.84,15559518.7,120471.81,0.0,100129.89,21333.5,1028501.25,0.0,324586.53,0.0,823325.88,12638177.0,AZ,0.0,,,,,,379886.91,56400.0,12/31/2022,478565.34,8500.0,MASTERS,BLAKE
