,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee,Biden,Race,Lastname_x,Firstname_x,Num Endorcements,Ethnicity,Fuzzy_Firstname,Fuzzy_Lastname,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
554,Darren Soto,Male,Latino,,,Yes,No,Florida,8/23/2022,Representative,9,1,100,Won,0,0,,,,,,,,,,,False,Latino,SOTO,DARREN,0,['Latino (Puerto Rican)'],DARREN,SOTO,H6FL09179,"SOTO, DARREN",I,1,DEM,1337428.16,0.0,1445548.01,0.0,172400.65,64280.8,0.0,0.0,0.0,0.0,0.0,0.0,483721.69,FL,9.0,,,,,,847655.98,0.0,12/31/2022,4050.0,4000.0,SOTO,DARREN
555,Jack Achenbach,Male,White,,,No,No,Florida,8/23/2022,Representative,10,714,1,Lost,0,0,,,,,No,,,No,,,False,White,ACHENBACH,JACK,0,[],JACK,ACHENBACH,H2FL10218,"ACHENBACH, JACK JOSEPH",O,1,DEM,6569.43,0.0,5860.99,0.0,0.0,507.33,3546.28,0.0,0.0,0.0,0.0,0.0,2489.36,FL,10.0,,,,,,0.0,0.0,08/23/2022,0.0,0.0,ACHENBACH,JACK
556,Jeffrey Boone,Male,Black,,,No,No,Florida,8/23/2022,Representative,10,1181,2,Lost,0,0,,,,,No,,,No,,,False,Black,BOONE,JEFFREY,0,[],JEFFREY,BOONE,H2FL10309,"BOONE, JEFFREY MR.",O,1,DEM,50832.77,0.0,48817.62,0.0,0.0,2015.15,10250.63,22000.0,0.0,0.0,0.0,22000.0,18582.14,FL,10.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,BOONE,JEFFREY
557,Randolph Bracy,Male,Black,,,No,No,Florida,8/23/2022,Representative,10,13677,25,Lost,0,0,,,,,No,,,No,,,False,Black,BRACY,RANDOLPH,0,[],RANDOLPH,BRACY,H2FL10200,"BRACY, RANDOLPH",O,1,DEM,545956.89,0.0,545956.89,0.0,0.0,0.0,8100.0,0.0,0.0,0.0,0.0,0.0,437306.89,FL,10.0,,,,,,100550.0,0.0,10/13/2022,51065.0,4600.0,BRACY,RANDOLPH
558,Corrine Brown,Female,Black,,,No,No,Florida,8/23/2022,Representative,10,5274,10,Lost,0,0,,,,,No,,,No,,,False,Black,BROWN,CORRINE,0,[],CORRINE,BROWN,H2FL10358,"BROWN, CORRINE",O,1,DEM,134917.87,0.0,133438.23,0.0,0.0,1479.64,0.0,86200.0,5000.0,0.0,0.0,110030.0,42717.87,FL,10.0,,,,,,1000.0,0.0,12/31/2022,0.0,0.0,BROWN,CORRINE
559,Maxwell Alejandro Frost,Male,Black,Latino,,No,No,Florida,8/23/2022,Representative,10,19288,35,Won,0,0,,,,,Yes,,,Yes,,,True,Black Latino,FROST,MAXWELL,2,['Latino (Cuban)'],MAXWELL,FROST,H2FL10259,"FROST, MAXWELL ALEJANDRO",O,1,DEM,3014746.19,34570.28,2680747.59,0.0,0.0,333998.6,0.0,0.0,0.0,0.0,0.0,0.0,2747069.91,FL,10.0,,,,,,229355.31,0.0,12/31/2022,70483.98,2500.0,FROST,MAXWELL
560,Terence R. Gray,Male,Black,,,No,No,Florida,8/23/2022,Representative,10,1032,2,Lost,0,0,,,,,No,,,No,,,False,Black,GRAY,TERENCE,0,[],TERENCE,GRAY,H2FL10226,"GRAY, TERENCE R MR. I",O,1,DEM,334265.25,0.0,334265.25,0.0,0.0,0.0,12000.0,10000.0,0.0,134.12,0.0,9865.88,312265.25,FL,10.0,,,,,,0.0,0.0,12/16/2022,18481.54,0.0,GRAY,TERENCE
561,Alan Grayson,Male,White,,,No,No,Florida,8/23/2022,Representative,10,8526,15,Lost,0,0,,,,,No,,,No,,,False,White,GRAYSON,ALAN,0,[],ALAN,GRAYSON,H6FL08213,"GRAYSON, ALAN MARK",O,1,DEM,895756.98,0.0,897143.84,0.0,3966.29,2579.43,0.0,577133.14,0.0,46000.0,0.0,3409322.96,318616.5,FL,10.0,,,,,,0.0,0.0,12/31/2022,2435.0,52686.62,GRAYSON,ALAN
564,Natalie Jackson,Female,Black,,,No,No,Florida,8/23/2022,Representative,10,3872,7,Lost,0,0,,,,,No,,,No,,,False,Black,JACKSON,NATALIE,0,[],NATALIE,JACKSON,H2FL10184,"JACKSON, NATALIE",O,1,DEM,119230.63,0.0,110805.47,0.0,0.0,8425.16,0.0,0.0,0.0,0.0,0.0,0.0,116230.63,FL,10.0,,,,,,3000.0,0.0,09/01/2022,0.0,0.0,JACKSON,NATALIE
565,Teresa Tachon,Female,White,,,No,No,Florida,8/23/2022,Representative,10,1301,2,Lost,0,0,,,,,No,,,No,,,False,White,TACHON,TERESA,0,[],TERESA,TACHON,H2FL10234,"TACHON, TERESA DR.",O,1,DEM,11191.0,0.0,10681.84,0.0,0.0,509.16,0.0,0.0,0.0,0.0,0.0,0.0,11191.0,FL,10.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,TACHON,TERESA
566,Shante Munns,Female,Black,,,No,No,Florida,8/23/2022,Representative,11,1,100,Won,0,0,,,,,,,,,,,False,Black,MUNNS,SHANTE,0,[],SHANTE,MUNNS,H2FL11174,"MUNNS, SHANTE",C,1,DEM,20763.41,290.09,20677.59,0.0,0.0,85.82,0.0,5000.0,0.0,0.0,0.0,5000.0,14183.32,FL,11.0,,,,,,990.0,0.0,12/31/2022,0.0,0.0,MUNNS,SHANTE
567,Kimberly Walker,Female,Black,,,No,No,Florida,8/23/2022,Representative,12,1,100,Won,0,0,,,,,,,,,,,False,Black,WALKER,KIMBERLY,0,[],KIMBERLY,WALKER,H6FL13197,"WALKER, KIMBERLY H MS",C,1,DEM,20401.13,0.0,23760.7,0.0,9258.26,5898.69,3242.21,0.0,0.0,0.0,0.0,0.0,17158.92,FL,12.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,WALKER,KIMBERLY
568,Eric Lynn,Male,White,,,No,No,Florida,8/23/2022,Representative,13,1,100,Won,0,0,,,,,,,,,,,False,White,LYNN,ERIC,0,[],ERIC,LYNN,H6FL13189,"LYNN, ERIC",O,1,DEM,2247469.3,19431.34,2086313.83,0.0,140371.65,301527.12,4000.0,0.0,0.0,0.0,0.0,0.0,2058379.51,FL,13.0,,,,,,136556.25,0.0,12/31/2022,14806.0,0.0,LYNN,ERIC
569,Christopher Bradley,Male,White,,,No,Yes,Florida,8/23/2022,Representative,14,6684,10,Lost,0,0,,,,,,,,,,,False,White,BRADLEY,CHRISTOPHER,0,[],CHRISTOPHER,BRADLEY,H2FL14269,"BRADLEY, CHRISTOPHER",C,1,DEM,39115.0,0.0,32809.86,0.0,0.0,6305.14,5.0,26000.0,0.0,0.0,0.0,26000.0,13110.0,FL,14.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,BRADLEY,CHRISTOPHER
570,Kathy Castor,Female,White,,,Yes,No,Florida,8/23/2022,Representative,14,62562,90,Won,0,0,,,,,,,,,,,False,White,CASTOR,KATHY,0,[],KATHY,CASTOR,H6FL11126,"CASTOR, KATHY",I,1,DEM,1585896.95,0.0,1658328.98,0.0,423401.92,350969.89,0.0,0.0,0.0,0.0,0.0,0.0,957694.22,FL,14.0,,,,,,624615.01,0.0,12/31/2022,15410.0,0.0,CASTOR,KATHY
571,Gavin Brown,Male,White,,,No,No,Florida,8/23/2022,Representative,15,10034,22,Lost,0,0,,,,,,,,,,,False,White,BROWN,GAVIN,0,[],GAVIN,BROWN,H2FL15225,"BROWN, GAVIN",C,1,DEM,26646.0,0.0,26646.0,0.0,0.0,0.0,943.0,5650.0,0.0,0.0,0.0,5650.0,19053.0,FL,15.0,,,,,,0.0,0.0,10/03/2022,0.0,0.0,BROWN,GAVIN
572,Alan M. Cohn,Male,White,,,No,No,Florida,8/23/2022,Representative,15,14928,33,Won,0,0,,,,,,,,,,,False,White,COHN,ALAN,0,[],ALAN,COHN,H4FL15155,"COHN, ALAN",C,1,DEM,825897.45,709.34,856713.15,0.0,32856.21,2040.51,602.4,0.0,0.0,0.0,0.0,3500.0,747217.08,FL,15.0,,,,,,62075.0,0.0,12/31/2022,9990.0,0.0,COHN,ALAN
573,Eddie Geller,Male,White,,,No,No,Florida,8/23/2022,Representative,15,9859,22,Lost,0,0,,,,,,,,,,,False,White,GELLER,EDDIE,0,[],EDDIE,GELLER,H2FL15100,"GELLER, EDDIE",C,1,DEM,554201.77,0.0,554194.09,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,547197.65,FL,15.0,,,,,,7004.12,0.0,11/28/2022,29366.0,0.0,GELLER,EDDIE
574,Cesar Ramirez,Male,Black,Latino,,No,No,Florida,8/23/2022,Representative,15,7817,17,Lost,0,0,,,,,,,,,,,False,Black Latino,RAMIREZ,CESAR,0,[],CESAR,RAMIREZ,H2FL15258,"RAMIREZ, CESAR",C,1,DEM,14778.59,0.0,10701.31,0.0,0.0,4077.28,0.0,0.0,0.0,0.0,0.0,0.0,14778.59,FL,15.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,RAMIREZ,CESAR
575,William VanHorn,Male,White,,,No,No,Florida,8/23/2022,Representative,15,2435,5,Lost,0,0,,,,,,,,,,,False,White,VANHORN,WILLIAM,0,[],WILLIAM,VANHORN,H2FL12073,"VANHORN, WILLIAM",C,1,DEM,22297.59,0.0,19232.14,0.0,0.0,3065.45,2419.51,19118.42,0.0,870.31,0.0,18248.11,745.0,FL,15.0,,,,,,0.0,0.0,08/03/2022,0.0,0.0,VANHORN,WILLIAM
576,Jan Schneider,Female,White,,,No,No,Florida,8/23/2022,Representative,16,1,100,Won,0,0,,,,,,,,,,,False,White,SCHNEIDER,JAN,0,[],JAN,SCHNEIDER,H2FL13139,"SCHNEIDER, JAN",C,1,DEM,22651.67,0.0,47591.0,0.0,57088.83,32174.5,11469.48,7551.19,0.0,0.0,0.0,143129.69,2781.0,FL,16.0,,,,,,850.0,0.0,12/31/2022,100.0,0.0,SCHNEIDER,JAN
577,Andrea Doria Kale,Female,White,,,No,No,Florida,8/23/2022,Representative,17,1,100,Won,0,0,,,,,,,,,,,False,White,KALE,ANDREA,0,[],ANDREA,KALE,H2FL17106,"KALE, ANDREA DORIA",C,1,DEM,27724.28,0.0,28102.92,0.0,0.0,-378.64,110.0,16650.0,0.0,4800.0,0.0,11850.0,10964.28,FL,17.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,KALE,ANDREA
578,Cindy Banyai,Female,White,,,No,No,Florida,8/23/2022,Representative,19,1,100,Won,0,0,,,,,,,,,,,False,White,BANYAI,CINDY,0,[],CINDY,BANYAI,H0FL19106,"BANYAI, CINDY LYN",C,1,DEM,108926.24,0.0,106718.46,0.0,11319.99,277657.32,5.0,0.0,0.0,500.0,0.0,36445.06,104344.85,FL,19.0,,,,,,4500.0,0.0,12/31/2022,20.0,0.0,BANYAI,CINDY
579,Sheila Cherfilus-McCormick,Female,Black,,,Yes,No,Florida,8/23/2022,Representative,20,47601,66,Won,0,0,,,,,,,,,,,False,Black,CHERFILUS-MCCORMICK,SHEILA,0,['Black (Haitian)'],SHEILA,CHERFILUS-MCCORMICK,H8FL20032,"CHERFILUS-MCCORMICK, SHEILA",I,1,DEM,6779418.8,0.0,6816601.25,0.0,39960.91,2778.46,3396.98,6236493.5,0.0,2489568.5,0.0,3796925.0,277790.33,FL,20.0,,,,,,250081.18,0.0,12/31/2022,0.0,0.0,CHERFILUS-MCCORMICK,SHEILA
580,Dale V.C. Holness,Male,Black,,,No,Yes,Florida,8/23/2022,Representative,20,20783,29,Lost,0,0,,,,,,,,,,,False,Black,HOLNESS,DALE,0,[],DALE,HOLNESS,H2FL20159,"HOLNESS, DALE",O,1,DEM,1232683.97,0.0,1213481.66,0.0,0.0,19202.31,0.0,90000.0,0.0,0.0,0.0,90000.0,1124274.68,FL,20.0,,,,,,16000.0,0.0,12/31/2022,30100.0,100.0,HOLNESS,DALE
581,Lois Frankel,Female,White,,,Yes,No,Florida,8/23/2022,Representative,22,1,100,Won,0,0,,,,,,,,,,,False,White,FRANKEL,LOIS,0,[],LOIS,FRANKEL,H2FL14053,"FRANKEL, LOIS J.",I,1,DEM,1275269.43,0.0,1821733.61,0.0,1192171.41,645707.23,0.0,0.0,0.0,0.0,0.0,0.0,750075.87,FL,22.0,,,,,,517250.36,0.0,12/31/2022,6934.66,0.0,FRANKEL,LOIS
582,Allen Ellison,Male,Black,,,No,No,Florida,8/23/2022,Representative,23,3960,6,Lost,0,0,,,,,,,,,,,False,Black,ELLISON,ALLEN,0,[],ALLEN,ELLISON,H0FL17159,"ELLISON, ALLEN",C,1,DEM,104949.12,0.0,98602.08,0.0,6155.8,1909.69,0.0,15873.0,0.0,600.0,0.0,16273.0,88439.53,FL,17.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,ELLISON,ALLEN
586,Michaelangelo Collins Hamilton,Male,Black,Unknown,,No,No,Florida,8/23/2022,Representative,23,1064,2,Lost,0,0,,,,,,,,,,,False,Black Unknown,HAMILTON,MICHAELANGELO,0,[],MICHAELANGELO,HAMILTON,H2FL23153,"HAMILTON, MICHAELANGELO COLLINS",C,1,DEM,10979.99,0.0,10979.99,0.0,0.0,0.0,0.0,10740.0,0.0,233.59,0.0,10000.0,239.99,FL,23.0,,,,,,0.0,0.0,10/15/2022,0.0,0.0,HAMILTON,MICHAELANGELO
587,Hava Holzhauer,Female,White,,,No,No,Florida,8/23/2022,Representative,23,5276,8,Lost,0,0,,,,,,,,,,,False,White,HOLZHAUER,HAVA,0,[],HAVA,HOLZHAUER,H2FL22205,"HOLZHAUER, HAVA",C,1,DEM,188327.2,0.0,116715.41,0.0,0.0,4998.07,0.0,0.0,0.0,0.0,0.0,7386.97,184826.86,FL,23.0,,,,,,3500.0,0.0,10/19/2022,5900.0,0.0,HOLZHAUER,HAVA
588,Jared Moskowitz,Male,White,,,No,No,Florida,8/23/2022,Representative,23,38822,61,Won,0,0,,,,,,,,,,,False,White,MOSKOWITZ,JARED,0,[],JARED,MOSKOWITZ,H2FL22171,"MOSKOWITZ, JARED",C,1,DEM,1752697.27,44105.4,1670073.61,0.0,0.0,82623.66,5800.0,300000.0,0.0,50000.0,0.0,250000.0,1143495.66,FL,23.0,,,,,,257500.83,0.0,12/31/2022,5450.0,0.0,MOSKOWITZ,JARED
589,Ben Sorensen,Male,White,,,No,No,Florida,8/23/2022,Representative,23,13012,20,Lost,0,0,,,,,,,,,,,False,White,SORENSEN,BEN,0,[],BEN,SORENSEN,H2FL22197,"SORENSEN, BEN",C,1,DEM,710413.62,0.0,824156.81,0.0,0.0,71500.94,0.0,0.0,100000.0,0.0,0.0,100000.0,579803.0,FL,23.0,,,,,,20000.0,0.0,11/13/2022,86700.0,0.0,SORENSEN,BEN
590,"W. Michael ""Mike"" Trout",Male,White,,,No,No,Florida,8/23/2022,Representative,23,1390,2,Lost,0,0,,,,,,,,,,,False,White,TROUT,W.,0,[],W.,TROUT,H2FL21066,"TROUT, W. MICHAEL ""MIKE""",C,3,FL,13637.59,0.0,4263.95,0.0,0.0,9373.64,1940.52,10830.0,0.0,1000.0,0.0,10830.0,617.07,FL,21.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,TROUT,W.
591,Kevin C. Harris,Male,Black,,,No,Yes,Florida,8/23/2022,Representative,24,6816,11,Lost,0,0,,,,,,,,,,,False,Black,HARRIS,KEVIN,0,[],KEVIN,HARRIS,H2FL24045,"HARRIS, KEVIN COREY",C,1,DEM,21312.44,0.0,18418.85,0.0,0.0,2893.59,2555.0,0.0,0.0,0.0,0.0,0.0,18757.44,FL,24.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,HARRIS,KEVIN
592,Frederica Wilson,Female,Black,,,Yes,No,Florida,8/23/2022,Representative,24,56776,89,Won,0,0,,,,,,,,,,,False,Black,WILSON,FREDERICA,0,[],FREDERICA,WILSON,H0FL17068,"WILSON, FREDERICA S.",I,1,DEM,623725.06,0.0,480701.44,0.0,420585.37,563608.99,0.0,0.0,0.0,0.0,0.0,15250.0,250654.5,FL,24.0,,,,,,348450.0,0.0,12/31/2022,4000.0,2500.0,WILSON,FREDERICA
593,Robert Millwee,Male,White,,,No,Yes,Florida,8/23/2022,Representative,25,6241,11,Lost,0,0,,,,,,,,,,,False,White,MILLWEE,ROBERT,0,[],ROBERT,MILLWEE,H2FL25091,"MILLWEE, ROBERT",C,1,DEM,25559.97,0.0,21392.01,0.0,0.0,4167.96,2307.17,14000.0,0.0,0.0,0.0,14000.0,9252.8,FL,25.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,MILLWEE,ROBERT
594,Christine Alexandria Olivo,Female,Black,,,No,No,Florida,8/23/2022,Representative,26,1,100,Won,0,0,,,,,,,,,,,False,Black,OLIVO,CHRISTINE,0,['Black (Haitian)'],CHRISTINE,OLIVO,H0FL23041,"OLIVO, CHRISTINE ALEXANDRIA",C,3,NPA,138186.98,0.0,131107.15,0.0,15.78,7095.61,312.89,22200.0,0.0,0.0,0.0,22200.0,113674.09,FL,24.0,,,,,,2000.0,0.0,11/28/2022,0.0,0.0,OLIVO,CHRISTINE
596,Angel Montalvo,Male,Latino,,,No,No,Florida,8/23/2022,Representative,27,2493,6,Lost,0,0,,No,,,,,,,,No,False,Latino,MONTALVO,ANGEL,0,[],ANGEL,MONTALVO,H2FL27055,"MONTALVO, ANGEL",C,1,DEM,27346.22,0.0,27421.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23346.22,FL,27.0,,,,,,0.0,0.0,12/07/2022,0.0,0.0,MONTALVO,ANGEL
597,Ken Russell,Male,White,Asian,,No,No,Florida,8/23/2022,Representative,27,10337,26,Lost,0,0,,No,,,,,,,,No,False,Asian White,RUSSELL,KEN,0,['Asian (Japanese)'],KEN,RUSSELL,H2FL27089,"RUSSELL, KEN",C,1,DEM,1946366.38,1958.18,1943491.45,0.0,0.0,2874.93,0.0,0.0,0.0,0.0,0.0,63560.91,1922457.22,FL,27.0,,,,,,21500.0,0.0,12/31/2022,229750.0,0.0,RUSSELL,KEN
599,Annette Taddeo,Female,Latino,,,No,No,Florida,8/23/2022,Representative,27,27015,68,Won,0,0,,Yes,,,,,,,,Yes,False,Latino,TADDEO,ANNETTE,2,['Latino (Colombian)'],ANNETTE,TADDEO,H8FL00034,"TADDEO, ANNETTE",C,1,DEM,1928038.74,128253.98,1937254.1,0.0,0.0,13830.31,0.0,0.0,0.0,0.0,0.0,393530.0,1397481.86,FL,27.0,,,,,,392483.75,9819.15,12/31/2022,9703.97,0.0,TADDEO,ANNETTE
600,Robert Asencio,Male,Latino,,,No,No,Florida,8/23/2022,Representative,28,18504,69,Won,0,0,,,,,,,,,,,False,Latino,ASENCIO,ROBERT,0,['Latino (Puerto Rican)'],ROBERT,ASENCIO,H2FL28038,"ASENCIO, ROBERT",O,1,DEM,124784.97,0.0,123518.93,0.0,0.0,-15282.84,0.0,11000.0,0.0,0.0,11000.0,0.0,74284.97,FL,28.0,,,,,,39500.0,0.0,12/31/2022,0.0,0.0,ASENCIO,ROBERT
601,Charlie Crist,Male,White,,,No,No,Florida,8/23/2022,Governor,,904524,60,Won,0,0,,,,,,,,,,,False,White,CRIST,CHARLIE,0,[],CHARLIE,CRIST,H6FL13205,"CRIST, CHARLIE JOSEPH",I,1,DEM,443250.06,0.0,862258.48,0.0,419008.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319901.6,FL,13.0,,,,,,94500.0,0.0,11/30/2022,17640.0,15000.0,CRIST,CHARLIE
602,Bridget Fleming,Female,White ,,,No,No,New York,8/23/2022,Representative,1,1,100,Won,0,0,,Yes,,,,,,,,Yes,False,White,FLEMING,BRIDGET,2,[],BRIDGET,FLEMING,H0NY01202,"FLEMING, BRIDGET",C,1,DEM,2690504.26,9461.79,2679869.96,0.0,11712.15,22346.45,1000.0,0.0,0.0,0.0,0.0,0.0,2355788.84,NY,1.0,,,,,,311400.0,10100.0,12/31/2022,35227.85,2500.0,FLEMING,BRIDGET
603,Jon Kaiman,Male,White,,,No,No,New York,8/23/2022,Representative,3,7242,26,Lost,0,0,,,,No,,No,,,,,False,White,KAIMAN,JON,0,[],JON,KAIMAN,H2NY03170,"KAIMAN, JON",O,1,DEM,762659.41,8382.2,751577.94,0.0,8382.2,19463.67,0.0,0.0,0.0,0.0,0.0,74929.0,736077.21,NY,3.0,,,,,,18200.0,0.0,12/31/2022,500.0,0.0,KAIMAN,JON
604,Robert P. Zimmerman,Male,White,,,No,No,New York,8/23/2022,Representative,3,10074,36,Won,0,0,,,,No,,No,,,,,False,White,ZIMMERMAN,ROBERT,0,[],ROBERT,ZIMMERMAN,H2NY03188,"ZIMMERMAN, ROBERT",O,1,DEM,3181505.62,249468.46,3171033.4,0.0,0.0,10472.22,9027.43,76000.0,0.0,0.0,0.0,76000.0,2473477.47,NY,3.0,,,,,,364517.56,5000.0,12/31/2022,21829.34,8450.0,ZIMMERMAN,ROBERT
605,Joshua Alexander Lafazan,Male,White,,,No,No,New York,8/23/2022,Representative,3,5554,20,Lost,0,0,,,,No,,No,,,,,False,White,LAFAZAN,JOSHUA,0,[],JOSHUA,LAFAZAN,H2NY03162,"LAFAZAN, JOSHUA",O,1,DEM,1979131.29,0.0,1996727.13,0.0,0.0,-17595.84,0.0,0.0,166000.0,0.0,0.0,204284.92,1787635.03,NY,3.0,,,,,,21400.0,0.0,12/31/2022,124507.0,5200.0,LAFAZAN,JOSHUA
606,Reema Rasool,Female,Asian ,,,No,No,New York,8/23/2022,Representative,3,738,3,Lost,0,0,,,,No,,No,,,,,False,Asian,RASOOL,REEMA,0,[],REEMA,RASOOL,H2NY03154,"RASOOL, REEMA",O,1,DEM,132288.0,0.0,98763.77,0.0,0.0,33524.23,0.0,0.0,0.0,0.0,0.0,0.0,132288.0,NY,3.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,RASOOL,REEMA
607,Melanie D'Arrigo,Female,White,,,No,No,New York,8/23/2022,Representative,3,4519,16,Lost,0,0,,,,Yes,,Yes,,,,,True,White,D'ARRIGO,MELANIE,2,[],MELANIE,D'ARRIGO,H0NY03075,"D'ARRIGO, MELANIE",O,1,DEM,412000.01,0.0,418736.97,0.0,7440.24,703.28,2032.62,0.0,0.0,0.0,0.0,57200.0,399014.83,NY,3.0,,,,,,7500.0,3000.0,12/31/2022,3301.84,0.0,D'ARRIGO,MELANIE
608,Keith M. Corbett,Male,White,,,No,No,New York,8/23/2022,Representative,4,1260,10,Lost,0,0,,No,,,,,,,,,False,White,CORBETT,KEITH,0,[],KEITH,CORBETT,H2NY04269,"CORBETT, KEITH",C,1,DEM,417860.32,0.0,416913.67,0.0,0.0,946.65,0.0,160000.0,0.0,160000.0,0.0,0.0,256589.0,NY,4.0,,,,,,0.0,500.0,12/31/2022,1600.0,0.0,CORBETT,KEITH
609,Laura A. Gillen,Female,White,,,No,No,New York,8/23/2022,Representative,4,8002,60,Won,0,0,,Yes,,,,,,,,,False,White,GILLEN,LAURA,1,[],LAURA,GILLEN,H2NY04244,"GILLEN, LAURA",C,1,DEM,1832377.75,114282.16,1822130.79,0.0,0.0,10246.96,0.0,0.0,0.0,0.0,0.0,0.0,1196781.87,NY,4.0,,,,,,430110.72,5000.0,12/31/2022,16115.0,2500.0,GILLEN,LAURA
610,Gregory Meeks,Male,Black,,,Yes,No,New York,8/23/2022,Representative,5,1,100,Won,0,0,,,,,,,,,,,False,Black,MEEKS,GREGORY,0,[],GREGORY,MEEKS,H8NY06048,"MEEKS, GREGORY W.",I,1,DEM,2704713.24,903319.21,1757603.75,0.0,781471.91,1728581.4,0.0,0.0,0.0,0.0,0.0,0.0,735436.9,NY,5.0,,,,,,1065400.0,0.0,12/31/2022,1000.0,0.0,MEEKS,GREGORY
611,Grace Meng,Female,Asian,,,Yes,No,New York,8/23/2022,Representative,6,1,100,Won,0,0,,,,,,,,,,,False,Asian,MENG,GRACE,0,['Asian (Taiwanese)'],GRACE,MENG,H2NY06116,"MENG, GRACE",I,1,DEM,1615242.9,156305.31,1302936.88,0.0,395520.1,707826.12,0.0,0.0,0.0,0.0,0.0,0.0,968942.52,NY,6.0,,,,,,488800.0,0.0,12/31/2022,13000.0,0.0,MENG,GRACE
612,Nydia M. Velazquez,Female,Latino,,,Yes,No,New York,8/23/2022,Representative,7,22797,83,Won,0,0,,,,,,,,,,,False,Latino,VELAZQUEZ,NYDIA,0,['Latino (Puerto Rican)'],NYDIA,VELAZQUEZ,H2NY00010,"VELAZQUEZ, NYDIA M.",I,1,DEM,603354.96,0.0,610485.75,0.0,310381.84,303251.05,0.0,0.0,0.0,0.0,0.0,7736.52,339279.39,NY,7.0,,,,,,261900.0,0.0,12/31/2022,678.0,0.0,VELAZQUEZ,NYDIA
613,Hakeem S. Jeffries,Male,Black,,,Yes,No,New York,8/23/2022,Representative,8,23145,87,Won,0,0,,,,,,,,,,,False,Black,JEFFRIES,HAKEEM,0,[],HAKEEM,JEFFRIES,H2NY10092,"JEFFRIES, HAKEEM",I,1,DEM,6037499.66,1026540.83,5966556.83,0.0,2145321.91,2216225.11,0.0,0.0,0.0,0.0,0.0,0.0,2833775.15,NY,8.0,,,,,,2054096.67,0.0,12/31/2022,17827.17,1500.0,JEFFRIES,HAKEEM
614,Yvette Clarke,Female,Black,,,Yes,No,New York,8/23/2022,Representative,9,1,100,Won,0,0,,,,,,,,,,,False,Black,CLARKE,YVETTE,0,[],YVETTE,CLARKE,H4NY11138,"CLARKE, YVETTE  D.",I,1,DEM,796961.26,0.0,805877.24,0.0,71620.75,62704.77,1000.0,0.0,0.0,0.0,0.0,49480.0,226773.36,NY,9.0,,,,,,563875.0,0.0,12/31/2022,360.0,6200.0,CLARKE,YVETTE
615,Mondaire L. Jones,Male,Black,,,Yes,No,New York,8/23/2022,Representative,10,12933,18,Lost,0,0,,,,,Yes,,,,,,False,Black,JONES,MONDAIRE,1,[],MONDAIRE,JONES,H0NY17174,"JONES, MONDAIRE",I,1,DEM,3696474.89,360.63,4422718.0,10000.0,797588.48,71345.37,0.0,0.0,0.0,0.0,0.0,0.0,3346147.74,NY,10.0,,,,,,320001.0,0.0,12/31/2022,625402.28,48100.0,JONES,MONDAIRE
616,Jo Anne Simon,Female,White,,,No,Yes,New York,8/23/2022,Representative,10,4389,6,Lost,0,0,,,,,No,,,,,,False,White,SIMON,JO,0,[],JO,SIMON,H2NY10266,"SIMON, JO ANNE",C,1,DEM,579497.28,0.0,514423.18,0.0,0.0,65074.1,5000.0,404000.0,0.0,0.0,0.0,404000.0,158497.28,NY,10.0,,,,,,4500.0,0.0,12/31/2022,1650.0,0.0,SIMON,JO
